TITLE	
DATA TYPE	ULTRAVIOLET SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	2024/11/23
TIME	02:53:02
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-760, Rev. 1.00
DELTAX	-0.5
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	  500.0000
LASTX	  250.0000
NPOINTS	     501
FIRSTY	     0.00323
MAXY	     1.25536
MINY	     0.00247
XYDATA
445	0.00269896	0.0026104	0.00251299	0.00241035	0.00240257	0.00234169	0.00229453	0.00215531	0.00210274	0.00203123	0.00194926	0.00191558	0.0017785	0.0017785	0.00155612	0.0011606	0.000521499	-0.000290147	-0.00109793	-0.00148098	-0.00182791	-0.00209121	-0.00232755	-0.00249932	-0.00274291	-0.00304505	-0.0031373	-0.00331453	-0.00347241	-0.00366022	-0.00376244	-0.00391687	-0.00410385	-0.00418956	-0.00429492	-0.00447585	-0.00459517	-0.00466021	-0.00467553	-0.00475637	-0.00481987	-0.00485972	-0.00475221	-0.00468539	-0.00448155	-0.00426944
444.5	0.00264542	0.00256934	0.00246207	0.00236169	0.00231375	0.00227491	0.00220007	0.002168	0.00209298	0.00198624	0.00187547	0.0018349	0.00178477	0.00170364	0.00150044	0.00111657	0.000462795	-0.000348614	-0.00113888	-0.00152501	-0.00185205	-0.0021422	-0.00229496	-0.00255613	-0.0027573	-0.00303498	-0.00323764	-0.00338357	-0.00354204	-0.00374375	-0.00377529	-0.00396381	-0.00415138	-0.00425343	-0.00434074	-0.00457054	-0.00455563	-0.00470163	-0.00474582	-0.0047991	-0.00481068	-0.0048718	-0.0047934	-0.00468803	-0.00452718	-0.00427344
444	0.00256632	0.00252558	0.00242033	0.00228633	0.00227338	0.00221945	0.00220068	0.00205706	0.00198299	0.00191956	0.0017972	0.00179453	0.00168601	0.0016818	0.00144974	0.00103931	0.000431808	-0.00036992	-0.0011745	-0.00161682	-0.00191695	-0.00220823	-0.00240869	-0.00258907	-0.00285493	-0.00306739	-0.00326536	-0.00343636	-0.00358889	-0.00373132	-0.00387292	-0.00395275	-0.00418386	-0.00426921	-0.00439697	-0.00461299	-0.00463634	-0.00479504	-0.00476576	-0.00484951	-0.00490629	-0.00493718	-0.00481904	-0.00473666	-0.0045871	-0.00436929
443.5	0.00254153	0.00250025	0.00242185	0.00226487	0.00225869	0.00226433	0.0021263	0.00203423	0.00199479	0.00192518	0.00182641	0.00181209	0.00168106	0.00166538	0.00144324	0.00103436	0.000376489	-0.000364536	-0.00120695	-0.00159053	-0.00190877	-0.00219251	-0.00236012	-0.00264297	-0.00280559	-0.00302453	-0.00327892	-0.00345283	-0.00361778	-0.00372017	-0.00387959	-0.00400741	-0.00420894	-0.00430546	-0.00437531	-0.00465804	-0.00458546	-0.00473988	-0.00477546	-0.00484858	-0.00485565	-0.004904	-0.00481829	-0.0047485	-0.0045633	-0.0043196
443	0.00254133	0.00250236	0.00244986	0.00232085	0.00222593	0.00223989	0.00213761	0.00200035	0.00197481	0.00190347	0.00179852	0.00178711	0.00163922	0.00165989	0.00143905	0.000994296	0.000402474	-0.000371099	-0.00117431	-0.00164764	-0.00192787	-0.00223049	-0.00236336	-0.00261116	-0.00284714	-0.00299433	-0.00329279	-0.00343789	-0.003632	-0.00368451	-0.00389441	-0.00395042	-0.0042186	-0.00424253	-0.00441478	-0.00460117	-0.00460473	-0.00476367	-0.00481113	-0.0049051	-0.00488585	-0.00491454	-0.00479682	-0.0047158	-0.00454272	-0.00433139
442.5	0.00253978	0.00250462	0.00241647	0.00225961	0.00223508	0.00230041	0.00217645	0.00204946	0.00194659	0.00196922	0.00189248	0.0018395	0.0016309	0.00167129	0.00152488	0.00100968	0.000401996	-0.000329525	-0.00118067	-0.00157548	-0.00190411	-0.00217241	-0.00230688	-0.00260338	-0.00283016	-0.00297693	-0.00325983	-0.00345257	-0.0035836	-0.00373886	-0.00383169	-0.00396314	-0.00414744	-0.00425341	-0.00436192	-0.00456892	-0.00456535	-0.00471408	-0.00480454	-0.00483085	-0.00482379	-0.00481654	-0.00479985	-0.00469038	-0.00452479	-0.0043362
442	0.00266588	0.00255255	0.00251091	0.00235458	0.002239	0.00232197	0.0021957	0.0020677	0.00200741	0.00197225	0.00188909	0.00183148	0.00170681	0.00171667	0.00154982	0.0011113	0.000491981	-0.000270843	-0.00105968	-0.00154174	-0.00190132	-0.00217377	-0.00227231	-0.00252065	-0.00281561	-0.0029006	-0.00322395	-0.00336805	-0.00351197	-0.00366414	-0.00379184	-0.00388919	-0.00411377	-0.00416223	-0.00434547	-0.00449147	-0.00452544	-0.00467138	-0.00477443	-0.00481345	-0.00480561	-0.00478381	-0.00468967	-0.00457331	-0.00445595	-0.0042619
441.5	0.00266641	0.00253752	0.00244314	0.00230029	0.00228313	0.00233391	0.00222557	0.00203111	0.0020089	0.00199476	0.00189135	0.00186753	0.00167367	0.00171946	0.00155743	0.0011015	0.000440426	-0.000330713	-0.00108338	-0.00154239	-0.00186931	-0.00213273	-0.00229565	-0.00252415	-0.00281483	-0.00294853	-0.00316687	-0.00337298	-0.00349795	-0.00369948	-0.00378091	-0.00392334	-0.00413075	-0.0041949	-0.00429866	-0.00450649	-0.00454825	-0.00468367	-0.00478827	-0.00479688	-0.00482943	-0.00476409	-0.00471758	-0.00457693	-0.00449449	-0.0042736
441	0.00273004	0.00252566	0.00247589	0.0023296	0.0022721	0.00231261	0.002231	0.00204337	0.00202846	0.00197958	0.00191014	0.00188347	0.00172803	0.00171449	0.00154129	0.00117274	0.000442644	-0.000284423	-0.000997116	-0.00158199	-0.0018722	-0.00213562	-0.00224176	-0.0025208	-0.00280139	-0.00288894	-0.00316727	-0.00333815	-0.00351331	-0.00364416	-0.00379063	-0.00393128	-0.00414457	-0.00412598	-0.00430815	-0.00445016	-0.0044994	-0.00466993	-0.00475629	-0.00477981	-0.00480494	-0.00475136	-0.00467997	-0.0044994	-0.00444957	-0.0042051
440.5	0.00275213	0.00255013	0.00244725	0.00231581	0.00227316	0.00235632	0.00228457	0.00203261	0.00198367	0.00199893	0.0019336	0.00194732	0.00169542	0.00174276	0.00157942	0.00115592	0.000440083	-0.000335867	-0.00103294	-0.00153186	-0.00187036	-0.00206554	-0.00227331	-0.00252271	-0.00280371	-0.00292827	-0.00310907	-0.00335574	-0.003456	-0.00362736	-0.00381226	-0.00393645	-0.00409308	-0.00412171	-0.00429627	-0.0044134	-0.00453606	-0.00465984	-0.00474264	-0.00476366	-0.00481011	-0.00472084	-0.00469144	-0.00454075	-0.00446264	-0.00424038
440	0.00284076	0.00250309	0.00250577	0.00231071	0.00226474	0.00238691	0.0022528	0.00210478	0.00203915	0.00203375	0.0019775	0.00191507	0.00178862	0.00172114	0.00155139	0.00124324	0.000463077	-0.000353321	-0.000970921	-0.00153132	-0.0018741	-0.00206583	-0.00221022	-0.00249158	-0.00272691	-0.00288656	-0.00312622	-0.0033426	-0.00347494	-0.00361975	-0.00375844	-0.0039327	-0.00409509	-0.00411487	-0.00429757	-0.00434658	-0.00448235	-0.00461344	-0.004769	-0.00477488	-0.00478628	-0.00473509	-0.00463007	-0.00451354	-0.00441031	-0.00412639
439.5	0.00292333	0.00256452	0.00251065	0.00232925	0.00230917	0.00235277	0.00229551	0.00210966	0.00201914	0.0020388	0.0019601	0.00195411	0.00180544	0.00178958	0.00161038	0.00122526	0.000466888	-0.000340363	-0.000974119	-0.00146075	-0.00183334	-0.002011	-0.00223688	-0.00244708	-0.00276295	-0.002921	-0.00305922	-0.00330725	-0.00340247	-0.00360792	-0.00372813	-0.00385287	-0.00401834	-0.00407067	-0.00430879	-0.00435013	-0.00450753	-0.00463274	-0.00471749	-0.00473359	-0.00477933	-0.00468275	-0.00464218	-0.00450889	-0.00442532	-0.00416642
439	0.00298308	0.00260621	0.00251664	0.00232556	0.0023495	0.00240896	0.00232942	0.00220054	0.00211851	0.00208168	0.00205115	0.0019813	0.00188502	0.00180615	0.00160919	0.00132593	0.000504779	-0.000256856	-0.000920132	-0.00141704	-0.00183145	-0.0019832	-0.00223272	-0.00241264	-0.0026624	-0.00288151	-0.00302928	-0.00327085	-0.00336137	-0.00353671	-0.00365383	-0.0038521	-0.00400273	-0.00407673	-0.00425284	-0.00434449	-0.00441006	-0.00456669	-0.00467265	-0.00467913	-0.00475527	-0.00466184	-0.00458968	-0.00445437	-0.00439658	-0.00408671
438.5	0.00299371	0.00255394	0.00251159	0.00235775	0.00227323	0.00229254	0.00222768	0.00213413	0.00208952	0.00200269	0.00199342	0.00194133	0.00186411	0.00179985	0.00154949	0.00123802	0.000494086	-0.00033443	-0.000959989	-0.00145862	-0.00180062	-0.00202597	-0.00227882	-0.002432	-0.00275749	-0.00295706	-0.00303065	-0.00325755	-0.00336761	-0.00352905	-0.0037345	-0.0038543	-0.00403373	-0.0040588	-0.00432026	-0.00437116	-0.00448514	-0.00466885	-0.00470259	-0.00472065	-0.00482346	-0.00469006	-0.00463791	-0.00450237	-0.00449922	-0.00412164
438	0.00293096	0.00251317	0.00245805	0.00231004	0.00227915	0.00228052	0.00223633	0.00212864	0.00206129	0.00200979	0.0019972	0.00193121	0.00183012	0.00172974	0.00152298	0.00121287	0.000474225	-0.000333086	-0.0010039	-0.00148056	-0.0018225	-0.00204648	-0.00230201	-0.00247431	-0.00273328	-0.00295607	-0.00306827	-0.00330336	-0.00342964	-0.00354267	-0.00372246	-0.00391384	-0.00406607	-0.00412736	-0.00430537	-0.00443111	-0.00447792	-0.00466828	-0.00473504	-0.00473896	-0.00479854	-0.00471295	-0.0046665	-0.00455941	-0.00450494	-0.00414673
437.5	0.00292692	0.00247711	0.00250028	0.00230278	0.00222438	0.00222866	0.00219142	0.00207833	0.00203295	0.00199107	0.00195098	0.00186468	0.00182168	0.00170223	0.00148377	0.00115965	0.000506351	-0.000351862	-0.00104252	-0.00149001	-0.00183813	-0.00207167	-0.00228574	-0.00245983	-0.00277344	-0.00300271	-0.00310552	-0.00328193	-0.00345186	-0.0035602	-0.00378264	-0.00388094	-0.00406215	-0.00413076	-0.00438105	-0.00442411	-0.00453655	-0.00472008	-0.00473434	-0.00480995	-0.00479409	-0.00472418	-0.00466877	-0.00461762	-0.00451909	-0.00415386
437	0.0029129	0.00249831	0.00249891	0.00229916	0.00225063	0.00227487	0.00222462	0.00206864	0.0020538	0.00206942	0.00197605	0.00187454	0.00180196	0.00167111	0.00151769	0.00115769	0.00051033	-0.000328877	-0.00109134	-0.00145645	-0.00185167	-0.00206164	-0.00232868	-0.00250901	-0.00273471	-0.00298216	-0.00311562	-0.00331662	-0.00342822	-0.00356679	-0.00370613	-0.00390434	-0.00400561	-0.00416022	-0.00431382	-0.0044474	-0.00449711	-0.00466188	-0.00477366	-0.00477307	-0.00474467	-0.00473018	-0.00464263	-0.00462755	-0.00446035	-0.00421284
436.5	0.00292457	0.00245683	0.00255715	0.00236162	0.00226534	0.00222085	0.00216787	0.00208905	0.00211447	0.00203648	0.00200079	0.00183905	0.00183501	0.00166478	0.00148089	0.001199	0.00057552	-0.000293919	-0.00102526	-0.00148172	-0.00182117	-0.00209112	-0.00231588	-0.00244441	-0.00271437	-0.00296217	-0.00308838	-0.00323473	-0.00340704	-0.00353819	-0.00369203	-0.00383749	-0.00400676	-0.00414361	-0.00431521	-0.0043828	-0.00447878	-0.00469243	-0.00472379	-0.00478372	-0.00475314	-0.00473021	-0.00460726	-0.00457103	-0.00441375	-0.00416785
436	0.0029099	0.00251991	0.00253375	0.00238354	0.00227466	0.00224099	0.00220072	0.00208091	0.0021175	0.00205086	0.00200019	0.00190908	0.00178524	0.00167037	0.00152413	0.00116277	0.000574868	-0.000259587	-0.00103928	-0.00142411	-0.00180614	-0.00203505	-0.00230578	-0.00245279	-0.00272529	-0.00297203	-0.00306219	-0.00322	-0.00334996	-0.00357163	-0.00371471	-0.00385311	-0.00396923	-0.00412425	-0.00428587	-0.00440442	-0.00446197	-0.00468055	-0.00474791	-0.00473341	-0.00472308	-0.004696	-0.00460886	-0.00453836	-0.00439539	-0.00421863
435.5	0.00287865	0.00244916	0.00253428	0.00238864	0.0022939	0.00225476	0.0021972	0.00213015	0.00218907	0.00203963	0.00203054	0.0018773	0.00182152	0.00166579	0.00146972	0.00123736	0.000658668	-0.000238152	-0.000993967	-0.00146266	-0.00178904	-0.00205549	-0.00229563	-0.00240623	-0.00265902	-0.00291923	-0.00309581	-0.00321449	-0.00338887	-0.00354402	-0.00372161	-0.00384432	-0.00402869	-0.00412075	-0.0042519	-0.00432537	-0.00442866	-0.00468092	-0.0047279	-0.00475433	-0.00474946	-0.00470949	-0.00457299	-0.0045158	-0.00438364	-0.00418508
435	0.00287966	0.00238941	0.00252614	0.00238727	0.00224644	0.00224995	0.00218657	0.00204764	0.00211779	0.00200684	0.00194132	0.00184219	0.00173374	0.0016365	0.00148017	0.00118064	0.00060527	-0.000303014	-0.00103388	-0.00143142	-0.00177045	-0.00203251	-0.00229248	-0.00247358	-0.00275328	-0.00297554	-0.00312498	-0.00324015	-0.00339309	-0.00361826	-0.00375677	-0.003896	-0.004006	-0.00417356	-0.00427459	-0.00437431	-0.00448812	-0.00467694	-0.0047731	-0.00476449	-0.00472374	-0.00466791	-0.00461873	-0.00455963	-0.004439	-0.00422493
434.5	0.00286523	0.00238276	0.00249834	0.0023685	0.00231819	0.00228125	0.00219685	0.00208512	0.00215527	0.00201676	0.00195493	0.00180329	0.0017566	0.00163116	0.00143278	0.00119929	0.000611864	-0.000266366	-0.000976861	-0.001455	-0.00183519	-0.00205044	-0.0022929	-0.00244365	-0.00267856	-0.00292309	-0.00318711	-0.00324389	-0.0034273	-0.00357211	-0.0037487	-0.00391934	-0.00404716	-0.00424109	-0.00426592	-0.00436208	-0.00445064	-0.00467213	-0.00471252	-0.00479846	-0.00474186	-0.00470289	-0.00455226	-0.00454918	-0.0043562	-0.00421199
434	0.00284917	0.00233955	0.00248323	0.00235303	0.00223359	0.00229328	0.00214669	0.00203366	0.00207387	0.0019666	0.00188636	0.00176252	0.00170093	0.00164206	0.00144772	0.0011233	0.000535219	-0.000323826	-0.00107127	-0.00145918	-0.00185791	-0.00205136	-0.00232678	-0.00249	-0.00275894	-0.00302617	-0.003161	-0.00325306	-0.00342145	-0.00363219	-0.00380384	-0.00391366	-0.00403525	-0.00427259	-0.00431067	-0.00437458	-0.00453786	-0.00470607	-0.00478245	-0.00482848	-0.00477009	-0.00471117	-0.00463711	-0.00458816	-0.0044313	-0.00429879
433.5	0.00282548	0.00236035	0.00244992	0.00232626	0.00224109	0.00226116	0.00217522	0.00209028	0.00207911	0.00198723	0.00189207	0.00178807	0.00170118	0.00160276	0.00141851	0.00117564	0.000535173	-0.000294174	-0.00102421	-0.00148002	-0.00190321	-0.00205699	-0.0023197	-0.0024907	-0.00272715	-0.00298446	-0.00319751	-0.0032455	-0.00344923	-0.00361578	-0.00377876	-0.00392678	-0.00408138	-0.00430578	-0.00424692	-0.00440046	-0.00450369	-0.00475767	-0.00477121	-0.00485442	-0.00480489	-0.00474478	-0.00460003	-0.00459843	-0.00437029	-0.00430519
433	0.0028182	0.00230947	0.00246242	0.00237801	0.00225572	0.00223932	0.00211566	0.0020941	0.00204854	0.00193646	0.00188277	0.00175038	0.00168326	0.00165659	0.00145417	0.00116313	0.000535549	-0.000298253	-0.00104842	-0.00140391	-0.00184249	-0.002036	-0.00229212	-0.00245825	-0.0027699	-0.00299056	-0.00316013	-0.00320129	-0.00343056	-0.00362597	-0.00382555	-0.00389082	-0.00410566	-0.00424346	-0.00432625	-0.00440204	-0.00457067	-0.00475788	-0.00476691	-0.00485191	-0.00479162	-0.0046976	-0.00463101	-0.00460928	-0.00442925	-0.00427826
432.5	0.00280227	0.00235342	0.00239808	0.00230448	0.00227715	0.00228119	0.00217636	0.00208917	0.00206576	0.00197257	0.00183246	0.0017771	0.00167541	0.00160051	0.00146485	0.00117227	0.000496401	-0.000286141	-0.00102729	-0.00143124	-0.00187736	-0.00202092	-0.00228173	-0.00252478	-0.00278499	-0.00293895	-0.00316703	-0.00323824	-0.00347452	-0.00360745	-0.00378439	-0.00392724	-0.00410828	-0.00428872	-0.00429496	-0.00445325	-0.00455743	-0.00471251	-0.00478028	-0.00485239	-0.00478794	-0.004775	-0.00459835	-0.00457857	-0.00443068	-0.00428343
432	0.00281167	0.00231797	0.00244008	0.00238633	0.00229789	0.00225138	0.00215219	0.00212499	0.00208888	0.00194995	0.00189091	0.00173286	0.00171337	0.00164465	0.00147727	0.00117721	0.00054452	-0.000311674	-0.00104242	-0.00141608	-0.00182443	-0.00202911	-0.00230821	-0.00246716	-0.00276984	-0.00291399	-0.00311499	-0.00318894	-0.00345758	-0.00355808	-0.00376371	-0.00386344	-0.00409865	-0.00428551	-0.00426727	-0.00439735	-0.00459021	-0.004685	-0.00472124	-0.00484151	-0.00476061	-0.0047226	-0.00460809	-0.00461628	-0.00443786	-0.00424767
431.5	0.00280279	0.00236914	0.00240003	0.00238708	0.00228017	0.00227417	0.00218983	0.0021094	0.0020237	0.00197196	0.00186505	0.00176936	0.00168793	0.00158209	0.00148907	0.0011438	0.000502326	-0.00031728	-0.00103069	-0.001423	-0.00181382	-0.00206548	-0.0022935	-0.00252539	-0.00277829	-0.00294496	-0.00313598	-0.00321604	-0.00346022	-0.00354444	-0.00376278	-0.00387659	-0.00405466	-0.00430103	-0.00428731	-0.00443051	-0.00459302	-0.00466649	-0.00471918	-0.00482467	-0.00476931	-0.00473896	-0.0046144	-0.00460383	-0.00439678	-0.00428048
431	0.00279328	0.00243578	0.00246494	0.00240145	0.00234318	0.00227137	0.00221369	0.00219492	0.00210114	0.00199791	0.00191511	0.00182037	0.00174494	0.00163666	0.00149441	0.00112532	0.000542112	-0.000285394	-0.000983238	-0.00140412	-0.00178378	-0.0020175	-0.00225301	-0.00245691	-0.0026977	-0.0028649	-0.00308568	-0.00315529	-0.00344437	-0.00348114	-0.00375186	-0.00381304	-0.00404724	-0.00422252	-0.00425032	-0.00435218	-0.0045862	-0.00462736	-0.00464358	-0.00479468	-0.00471248	-0.00473404	-0.00460598	-0.00457408	-0.00436685	-0.0042129
430.5	0.0028173	0.00246164	0.00244988	0.00240242	0.00231903	0.00231327	0.00224455	0.00217333	0.00207628	0.00202359	0.00191977	0.00185224	0.00172204	0.0016418	0.00154747	0.00118397	0.000499075	-0.00026844	-0.000991231	-0.0014114	-0.00180169	-0.0020113	-0.00221859	-0.00250583	-0.00271069	-0.00288769	-0.00306243	-0.00319227	-0.00342564	-0.00348586	-0.00370848	-0.00380001	-0.00397452	-0.00416779	-0.00422362	-0.00437544	-0.00459794	-0.00462484	-0.00466464	-0.00473918	-0.00471881	-0.00475842	-0.00460287	-0.00452345	-0.00433683	-0.0042197
430	0.00283308	0.00253895	0.00244997	0.00241024	0.00240347	0.00229673	0.00223383	0.00223769	0.0021505	0.00208195	0.0019492	0.00188975	0.00178587	0.00167082	0.00150783	0.00120972	0.00054431	-0.000235441	-0.000896816	-0.00140008	-0.00178823	-0.00197367	-0.0021714	-0.00245163	-0.00261592	-0.0028118	-0.00306079	-0.00313937	-0.00336401	-0.003442	-0.00368694	-0.00375792	-0.00399176	-0.00415178	-0.00417726	-0.00431553	-0.00454545	-0.00457747	-0.00457883	-0.00471752	-0.00467553	-0.004736	-0.00456096	-0.00448493	-0.00430906	-0.00413455
429.5	0.00277445	0.00245698	0.0024097	0.0024012	0.00233325	0.00230243	0.00215554	0.00215287	0.00208296	0.00198032	0.00192978	0.00179697	0.00177172	0.00165032	0.00153408	0.00115537	0.000488829	-0.000282963	-0.000961206	-0.00142194	-0.00180017	-0.00197937	-0.00224826	-0.00252338	-0.00269622	-0.00287501	-0.00305402	-0.00318594	-0.00339549	-0.0034891	-0.00374967	-0.00381542	-0.00396932	-0.00416835	-0.00422573	-0.00434048	-0.00459488	-0.00453536	-0.00462606	-0.00470535	-0.00471397	-0.00478637	-0.00461311	-0.00448167	-0.00435302	-0.00420162
429	0.00277287	0.00249199	0.00234867	0.00234754	0.00228963	0.00227359	0.00220142	0.00216074	0.00209647	0.00197524	0.00191603	0.00182533	0.00179462	0.00160426	0.00144632	0.00112986	0.000520754	-0.000280379	-0.000926786	-0.00151035	-0.00181577	-0.0020407	-0.00228666	-0.00249544	-0.00267143	-0.00285953	-0.00309308	-0.00322595	-0.00343413	-0.00349145	-0.00374341	-0.00385543	-0.0040294	-0.00423503	-0.00418258	-0.00435453	-0.00455036	-0.00459366	-0.00459443	-0.00475629	-0.00471821	-0.0048155	-0.00465555	-0.00450552	-0.00434449	-0.00418822
428.5	0.002728	0.00237822	0.00236028	0.00234276	0.00224291	0.0021995	0.00214141	0.0021221	0.00202891	0.0019214	0.00193103	0.00171762	0.00175967	0.00161474	0.0014773	0.00106206	0.000451055	-0.000291336	-0.000991437	-0.00149416	-0.00185648	-0.00210577	-0.00232547	-0.00251993	-0.00272693	-0.00297027	-0.00311716	-0.00325258	-0.00341616	-0.00356275	-0.00379831	-0.00390463	-0.0040419	-0.00416556	-0.00422959	-0.00434185	-0.0045947	-0.00463188	-0.00463366	-0.00469751	-0.00475804	-0.00474746	-0.00468557	-0.0045647	-0.00438687	-0.00425252
428	0.00266327	0.00240187	0.00229193	0.00226455	0.00223337	0.0022064	0.00215092	0.00209367	0.00199958	0.00191714	0.00186796	0.00175297	0.00173943	0.00155726	0.00142641	0.00102382	0.000429805	-0.000266495	-0.000962082	-0.00154428	-0.00190137	-0.00215161	-0.00231542	-0.00256744	-0.00272448	-0.00298927	-0.00316567	-0.00327336	-0.00348178	-0.00358198	-0.00379783	-0.00397316	-0.00409843	-0.00417939	-0.0042288	-0.00441258	-0.00452911	-0.004676	-0.00464719	-0.00476473	-0.00479271	-0.00478861	-0.00469263	-0.00457182	-0.00437029	-0.00422762
427.5	0.00259663	0.00235127	0.00228308	0.00223723	0.00221798	0.00209871	0.00206694	0.0020234	0.00195254	0.00188103	0.00184212	0.00169191	0.00170949	0.001585	0.00140687	0.000949282	0.000375872	-0.000312765	-0.00103021	-0.001564	-0.00196154	-0.00213414	-0.00233116	-0.00260462	-0.00278827	-0.0029996	-0.00314091	-0.00328566	-0.00349313	-0.00367339	-0.00384736	-0.00398207	-0.00412534	-0.00417184	-0.00424359	-0.00442986	-0.00459843	-0.0046991	-0.00469085	-0.0047835	-0.00478742	-0.00479722	-0.00471514	-0.00460977	-0.00442208	-0.0042272
427	0.0025988	0.00235266	0.00220215	0.00221813	0.00220405	0.00214281	0.00206768	0.00198909	0.00190552	0.00187856	0.00182979	0.00168689	0.00172597	0.00153026	0.00140066	0.00100193	0.000403755	-0.000259282	-0.00101415	-0.00160021	-0.00197696	-0.00220343	-0.00236345	-0.00259675	-0.002781	-0.00302096	-0.00316214	-0.00331687	-0.00350985	-0.00365858	-0.00383183	-0.00400878	-0.00412187	-0.00422723	-0.0042229	-0.00445923	-0.00458201	-0.00472705	-0.00470222	-0.00482636	-0.00481775	-0.00478764	-0.00463677	-0.0045908	-0.00439847	-0.00424208
426.5	0.00254716	0.00240087	0.00225315	0.00226681	0.00225125	0.00211226	0.00206261	0.00203475	0.00195433	0.00188917	0.00185431	0.00173795	0.00180002	0.00159005	0.00142689	0.000980708	0.000419178	-0.000253244	-0.00099421	-0.00153085	-0.00192459	-0.00212066	-0.0023207	-0.00256001	-0.00275281	-0.00296764	-0.00313241	-0.00322162	-0.00343562	-0.00364535	-0.0038631	-0.00395231	-0.00413299	-0.00417825	-0.004213	-0.00437557	-0.00457472	-0.00465075	-0.00471531	-0.00479057	-0.0047614	-0.00472214	-0.00467035	-0.00460721	-0.00442677	-0.00418467
426	0.0025396	0.00237318	0.00226127	0.00227321	0.00219897	0.00216018	0.00209764	0.00197766	0.00193305	0.00186136	0.00190864	0.00172831	0.0017548	0.00153171	0.00145794	0.00104799	0.000428252	-0.000197128	-0.000940113	-0.00153948	-0.00190857	-0.00217116	-0.00233907	-0.00254981	-0.00277515	-0.00296391	-0.00315143	-0.00324064	-0.00349539	-0.00362452	-0.00381553	-0.00400822	-0.00405621	-0.00415688	-0.0042363	-0.0044225	-0.0045448	-0.00465213	-0.00470855	-0.00474514	-0.00480965	-0.00475453	-0.00459653	-0.0045372	-0.00439536	-0.00419983
425.5	0.00255857	0.00243669	0.00229064	0.00227413	0.00222881	0.00210669	0.00210782	0.00205882	0.00194846	0.00188383	0.00187172	0.00174022	0.00179842	0.00158941	0.00142987	0.000982084	0.000480901	-0.000222705	-0.000945376	-0.00149342	-0.00188544	-0.0021561	-0.00231891	-0.002499	-0.00274127	-0.00292225	-0.00313139	-0.00320177	-0.00344625	-0.00362663	-0.0037873	-0.00392908	-0.00405506	-0.00413144	-0.00419375	-0.0043973	-0.00453991	-0.00463143	-0.00470033	-0.00472742	-0.00476276	-0.00466636	-0.00462033	-0.0045737	-0.00443145	-0.0041375
425	0.00247433	0.0024166	0.00230452	0.00227898	0.00222445	0.00212045	0.00203979	0.00203462	0.00190258	0.00184515	0.00189896	0.00171091	0.00175706	0.00154193	0.00148444	0.000997804	0.000446846	-0.000235198	-0.000946169	-0.00152605	-0.00193084	-0.00216711	-0.0022985	-0.0025498	-0.00277432	-0.00296635	-0.00313824	-0.00320761	-0.00347317	-0.00364423	-0.00378423	-0.00396557	-0.00399378	-0.00413574	-0.0042569	-0.00442927	-0.0045701	-0.00462605	-0.0046918	-0.00477127	-0.00479664	-0.00469204	-0.00456481	-0.00451914	-0.00438348	-0.00419341
424.5	0.00248722	0.00249797	0.00228058	0.00227695	0.00219172	0.00215834	0.00209116	0.00211207	0.00194719	0.00188619	0.00189866	0.0018123	0.00182495	0.00158107	0.00141803	0.00102132	0.000532552	-0.000246249	-0.000934649	-0.00151578	-0.00185493	-0.00209626	-0.00226108	-0.00246107	-0.00266307	-0.00291111	-0.00312286	-0.00320096	-0.00345179	-0.00360361	-0.00378091	-0.00390766	-0.00400424	-0.00414447	-0.00420369	-0.00438093	-0.0045502	-0.0045856	-0.00469079	-0.00479985	-0.00475304	-0.00469549	-0.00461055	-0.00452021	-0.00435853	-0.00410907
424	0.00254448	0.00250765	0.00232857	0.0023142	0.00223134	0.00217836	0.00207644	0.00208755	0.0019371	0.00186107	0.00189659	0.00179639	0.001811	0.0015847	0.00148586	0.00108839	0.000510402	-0.000228781	-0.000921636	-0.00148269	-0.00188504	-0.00205568	-0.00221409	-0.00249617	-0.00265125	-0.00294425	-0.00311424	-0.00320428	-0.00339934	-0.00362041	-0.00376368	-0.0038912	-0.00396503	-0.0041172	-0.00427323	-0.00439143	-0.00458132	-0.00453903	-0.00464345	-0.00473498	-0.00472952	-0.00472524	-0.00455638	-0.00447049	-0.00435734	-0.0041425
423.5	0.00257407	0.00250897	0.00230702	0.00229229	0.0022323	0.00225089	0.00214155	0.00219013	0.00202353	0.00190337	0.0019295	0.0018122	0.00187801	0.00162064	0.00147287	0.00113187	0.000587984	-0.000202637	-0.00091824	-0.0014844	-0.00184904	-0.00204777	-0.00222673	-0.00241793	-0.0025881	-0.0029108	-0.00312445	-0.00316947	-0.00336631	-0.00355079	-0.00371193	-0.0038723	-0.00397322	-0.00412289	-0.00426586	-0.00439071	-0.00450481	-0.00453872	-0.0046258	-0.00471442	-0.00470545	-0.00468555	-0.00453754	-0.00446686	-0.00432763	-0.00412444
