TITLE	
DATA TYPE	ULTRAVIOLET SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	2024/11/23
TIME	02:53:02
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-760, Rev. 1.00
DELTAX	-0.5
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	  500.0000
LASTX	  250.0000
NPOINTS	     501
FIRSTY	     0.00323
MAXY	     1.25536
MINY	     0.00247
XYDATA
387.5	0.00323353	0.00297034	0.00284716	0.00281734	0.0027112	0.00273377	0.00267354	0.0026919	0.00246702	0.00251347	0.00243352	0.00244481	0.00235108	0.00225735	0.00199512	0.00169505	0.00121733	0.000595809	0.000117612	-3.63426E-005	0.00033607	0.000953789	0.00189011	0.00289212	0.00371879	0.00441165	0.00524854	0.00592304	0.00662985	0.0072029	0.00766471	0.00825291	0.00877833	0.00940691	0.0105481	0.0121442	0.0144369	0.016762	0.0191809	0.0209824	0.0226853	0.0240967	0.0255461	0.0266136	0.0273281	0.0279218
387	0.00322066	0.00293152	0.00288786	0.00289	0.00269245	0.00273551	0.00269227	0.00266566	0.0024693	0.00251747	0.0024393	0.0024102	0.00227311	0.00225321	0.00203327	0.00170986	0.00121782	0.000551754	0.000109135	-3.10395E-005	0.000436585	0.00112184	0.00221948	0.00320539	0.00420116	0.00496292	0.00590114	0.00658942	0.00738325	0.00800037	0.0085464	0.00913941	0.00975927	0.0104284	0.0116849	0.0134098	0.0159303	0.0184524	0.0210345	0.0230656	0.0248033	0.0263049	0.0279222	0.0290631	0.0298175	0.0303998
386.5	0.00322188	0.00299439	0.0028576	0.00287578	0.00271951	0.00277118	0.00269872	0.00264057	0.00248756	0.00251358	0.0024331	0.00245163	0.00233652	0.00225544	0.00204399	0.00173721	0.00124393	0.000642604	0.000103942	0.000115702	0.000585941	0.00148145	0.00251126	0.00368825	0.00474782	0.00555727	0.00656718	0.00739581	0.00821346	0.00897943	0.00954138	0.0101748	0.010834	0.011592	0.0129939	0.0148151	0.0175151	0.0202377	0.0230074	0.0251925	0.0270111	0.0287176	0.0303177	0.0316704	0.0324416	0.0330128
386	0.00317508	0.00298056	0.00284216	0.00294967	0.00273216	0.00282078	0.00277802	0.00271114	0.00249541	0.00249963	0.00244166	0.00240459	0.00230707	0.00220894	0.00207833	0.00174779	0.00123224	0.000645521	0.000160018	0.000171779	0.000706759	0.0017001	0.002813	0.00412072	0.00528643	0.00620707	0.00732526	0.00817789	0.00908807	0.00989604	0.010611	0.011244	0.0119397	0.0127977	0.0142873	0.0162802	0.0192031	0.0221573	0.0251058	0.0274853	0.0294394	0.0311767	0.0329568	0.0343757	0.0352148	0.0357198
385.5	0.00322782	0.0030469	0.00289627	0.00300354	0.00276685	0.00281686	0.00279126	0.00272254	0.00254453	0.00256728	0.00239634	0.00248216	0.00240204	0.00223609	0.00210393	0.00180172	0.00131931	0.00075469	0.000248754	0.000375446	0.000942975	0.00204501	0.00325265	0.00467073	0.00593082	0.00696953	0.00822641	0.00918922	0.0101316	0.0110051	0.0117138	0.0124394	0.0132391	0.0142403	0.0157906	0.0179874	0.0210731	0.0242055	0.0273772	0.0299034	0.0319943	0.0338502	0.0356639	0.0372193	0.0380743	0.0386799
385	0.00329542	0.00305142	0.00293596	0.00308486	0.00283059	0.00295122	0.00291018	0.00286147	0.00267378	0.00263898	0.00252618	0.00256859	0.00247795	0.00230398	0.00226359	0.00192129	0.00140093	0.000856146	0.00039452	0.000496265	0.00112444	0.00236207	0.00375158	0.00524088	0.00659327	0.00789998	0.00911029	0.0101595	0.0112088	0.0121663	0.013026	0.0137846	0.0146023	0.0156722	0.0173924	0.0197	0.0230947	0.0263815	0.0298271	0.0325151	0.0347447	0.0366921	0.0386576	0.0402908	0.0411776	0.0417285
384.5	0.00333834	0.00310182	0.00304551	0.00309992	0.00294775	0.00295517	0.00285806	0.00285004	0.00266906	0.002724	0.002492	0.00255645	0.00249046	0.00234001	0.00229374	0.00193249	0.00142756	0.000894248	0.000429415	0.000647814	0.00136799	0.00275821	0.00422114	0.0058218	0.00741373	0.0087505	0.0101246	0.0112592	0.0124231	0.0134274	0.0142477	0.0151802	0.0160517	0.017241	0.0190431	0.0216162	0.0250911	0.0286397	0.0322897	0.0351457	0.0374502	0.0395841	0.0416296	0.0433713	0.0443068	0.044969
384	0.00335668	0.00312457	0.00302894	0.00314708	0.00292565	0.00302068	0.00293592	0.00283133	0.00270992	0.00274372	0.00258335	0.00258412	0.00253536	0.00237475	0.00230401	0.00204219	0.00150638	0.00087987	0.00053668	0.000811149	0.00151464	0.00309154	0.00462527	0.00637287	0.00814561	0.00968919	0.0111303	0.0123706	0.0136382	0.0147095	0.0157166	0.0166677	0.0176318	0.0188816	0.0208225	0.0235804	0.0273169	0.0309612	0.034917	0.0378971	0.0403877	0.0425545	0.044756	0.0466451	0.0475537	0.0482331
383.5	0.00330723	0.00314288	0.0031272	0.00317359	0.0030077	0.00300104	0.00295406	0.00279239	0.00270858	0.00281359	0.00260339	0.00258931	0.00254518	0.00236319	0.00226738	0.00201632	0.001495	0.000854115	0.000547988	0.000953365	0.00178319	0.0034082	0.00509612	0.00705405	0.0090023	0.0106763	0.0122062	0.0135703	0.0149483	0.0161031	0.0171599	0.0181518	0.019247	0.0206215	0.022668	0.0256662	0.0295337	0.0334718	0.0375827	0.0407622	0.043358	0.0456405	0.0479572	0.0499306	0.0508499	0.0516458
383	0.00337086	0.00326828	0.00312282	0.00322326	0.00310316	0.00312835	0.00299607	0.00287657	0.00284111	0.002897	0.00268151	0.0026998	0.00270842	0.00249536	0.00233624	0.00215651	0.00160478	0.00100529	0.000760938	0.00115266	0.00209955	0.00384496	0.00568701	0.00780127	0.00990092	0.0117902	0.0132932	0.0149094	0.016348	0.0176247	0.0188547	0.0199317	0.0210813	0.0225886	0.0247197	0.0278686	0.0319349	0.0360796	0.0404489	0.0437618	0.0465693	0.0489402	0.0513362	0.0534266	0.0543629	0.0551978
382.5	0.00344358	0.00323968	0.00318836	0.00331458	0.00320054	0.00310912	0.00307705	0.00291365	0.00284933	0.00294935	0.00279338	0.0026968	0.00266817	0.00250435	0.00236198	0.0021715	0.00163789	0.00102385	0.00083295	0.00131548	0.00238283	0.00417124	0.00627921	0.00853341	0.0107902	0.0129121	0.0146068	0.0163282	0.0178418	0.0191737	0.0205024	0.0216786	0.0230018	0.0245691	0.0267988	0.0301925	0.0344442	0.0388067	0.0433594	0.0468177	0.0497741	0.0522874	0.0548592	0.0569432	0.0579905	0.0588793
382	0.00355893	0.0033514	0.00323706	0.00329955	0.00319911	0.00311994	0.00305751	0.00293284	0.00293896	0.00299889	0.00281868	0.00275073	0.00275762	0.00260545	0.0024155	0.00226903	0.00176363	0.00110403	0.00098851	0.00149967	0.00269519	0.00459842	0.00692835	0.00933531	0.0117878	0.014066	0.0158813	0.017784	0.0194494	0.020906	0.0223638	0.02367	0.0250636	0.0266319	0.0291015	0.0326197	0.0371242	0.0416036	0.0464403	0.0499615	0.05307	0.0557405	0.0583697	0.0606345	0.0617022	0.0625997
381.5	0.00361324	0.00335505	0.0032729	0.00329767	0.00325633	0.00318333	0.00309121	0.00300206	0.00292496	0.00305551	0.00289461	0.00272794	0.00274588	0.00261224	0.00247902	0.00225337	0.00179768	0.00116743	0.00103486	0.00163304	0.0029511	0.0049901	0.00754704	0.0101684	0.012776	0.0153061	0.0173088	0.0192906	0.0211285	0.0226952	0.0242516	0.0256975	0.0271483	0.0288547	0.0314443	0.0351107	0.0398216	0.0445458	0.0495064	0.0532476	0.0564527	0.0592552	0.0620493	0.0643516	0.0655002	0.0664162
381	0.00363813	0.00348381	0.00330105	0.00329915	0.00329458	0.00320768	0.00309661	0.00301286	0.002972	0.00308022	0.00285386	0.00283325	0.00276298	0.00267995	0.0024606	0.00226204	0.00189818	0.00123894	0.00114236	0.00180582	0.00328561	0.00550506	0.00823461	0.011098	0.013899	0.0165384	0.0187968	0.0209949	0.0229321	0.0246341	0.0263069	0.0278553	0.029438	0.0312048	0.0340103	0.0377674	0.0426424	0.0474763	0.0527329	0.0565836	0.0599403	0.0628538	0.065732	0.0681742	0.0693123	0.0702764
380.5	0.00372052	0.00355742	0.00333011	0.00340175	0.0033196	0.00331467	0.00323864	0.00311914	0.00304406	0.00309378	0.00298989	0.00292705	0.00281788	0.00272184	0.00256189	0.00231587	0.00198955	0.00139101	0.00126153	0.00200618	0.00363897	0.00600632	0.0089975	0.0120796	0.0150536	0.0180399	0.0204205	0.0228068	0.0248497	0.0266973	0.0285778	0.0301807	0.031846	0.033747	0.0367056	0.0405693	0.0456877	0.0506617	0.056123	0.0601466	0.0635867	0.0665908	0.0696854	0.0721174	0.0733165	0.0743077
380	0.00377736	0.00360268	0.00342206	0.00341956	0.00337519	0.00330427	0.00324844	0.003197	0.00306016	0.00318501	0.00298508	0.00303176	0.0028733	0.00280303	0.00261617	0.00236475	0.00208167	0.00151622	0.00142273	0.00223877	0.00409002	0.00660396	0.00988393	0.0131616	0.0163839	0.0194645	0.0220815	0.024708	0.0268736	0.0289133	0.0308524	0.0326639	0.0344411	0.0364575	0.0395725	0.0435308	0.0487373	0.0539093	0.0595799	0.0636913	0.0672743	0.0704144	0.0735468	0.0760783	0.0773945	0.0783995
379.5	0.00388563	0.00370055	0.00345501	0.0035188	0.00338142	0.00340238	0.00336336	0.00334524	0.00318422	0.00323548	0.00308473	0.00308051	0.00292068	0.00289205	0.00276892	0.00248186	0.00213196	0.00160227	0.00157435	0.00243702	0.00439762	0.0072026	0.0107873	0.0142333	0.0176988	0.0210702	0.0238888	0.026685	0.0290683	0.0312591	0.0333969	0.0353185	0.0372	0.0393322	0.0425315	0.0466761	0.0520046	0.0573174	0.0631262	0.067413	0.0710872	0.074277	0.0776351	0.0801898	0.0816362	0.0825433
379	0.00395302	0.00375731	0.00360098	0.00357467	0.00352858	0.00343384	0.00347174	0.00346146	0.00320006	0.00337231	0.00317012	0.00312914	0.00292256	0.00301403	0.00283151	0.00253542	0.00225198	0.00174735	0.0017527	0.00273113	0.00484266	0.00790078	0.0116806	0.0154963	0.0191587	0.0227358	0.0258744	0.0288481	0.0314608	0.0338099	0.0359991	0.0381142	0.0401148	0.0423549	0.0456803	0.0499807	0.0553544	0.060809	0.0668546	0.0711646	0.074959	0.0782728	0.08174	0.0843754	0.0859036	0.0868247
378.5	0.00412317	0.00391243	0.00367378	0.00369089	0.00359942	0.00360245	0.00358439	0.00364408	0.00333451	0.00348371	0.00325599	0.00329656	0.00313114	0.00316375	0.0030351	0.0026653	0.00241067	0.0018527	0.00195385	0.00296519	0.00533931	0.00862296	0.0127288	0.0167746	0.0207103	0.0245772	0.0278851	0.0311122	0.0339759	0.0364792	0.0388528	0.0411163	0.0432145	0.0455567	0.049029	0.053469	0.0589613	0.0645346	0.0706726	0.0751432	0.0790304	0.0823197	0.0859873	0.0887063	0.0902444	0.0911696
378	0.00425556	0.00402908	0.00382238	0.00387239	0.00381056	0.00372117	0.00379138	0.00371642	0.00340768	0.00362002	0.00339568	0.00344789	0.00322343	0.00327659	0.00314016	0.00276169	0.00251716	0.00209645	0.00217183	0.00335108	0.00591063	0.00951514	0.0138424	0.0181585	0.0223906	0.0265241	0.0301437	0.0336015	0.036659	0.0393132	0.0417853	0.0441633	0.046486	0.0489781	0.0525272	0.0571619	0.0626082	0.0683608	0.0746481	0.0791314	0.083135	0.0865425	0.0902908	0.0930391	0.0946233	0.0956703
377.5	0.00442827	0.00421522	0.00392941	0.00402711	0.0038984	0.00387743	0.00395922	0.00380634	0.00360089	0.00370893	0.00350336	0.00365209	0.0034221	0.0034328	0.00329696	0.0029606	0.00266255	0.00222147	0.002423	0.00368101	0.00642938	0.0103545	0.0149822	0.0196046	0.0242074	0.0285991	0.0324026	0.0361534	0.0394318	0.0422747	0.0450043	0.0474863	0.0500029	0.0524881	0.056285	0.0609553	0.0665364	0.0723002	0.0786776	0.0832311	0.0873303	0.0908273	0.0946919	0.0975865	0.0991817	0.100149
377	0.00464742	0.00434557	0.0041988	0.00428748	0.00409421	0.00408548	0.00421437	0.00399216	0.00377798	0.00392255	0.00379515	0.0037955	0.00359106	0.00363537	0.0034965	0.00313395	0.00284434	0.00248475	0.00273879	0.00418229	0.00712863	0.011295	0.0162365	0.0211767	0.0261417	0.0308664	0.0349244	0.0388638	0.0424348	0.0454581	0.0483226	0.0509648	0.0536556	0.0563111	0.0601836	0.0649587	0.0705512	0.0764147	0.0829164	0.0875325	0.0916083	0.0953067	0.0991965	0.102182	0.103841	0.104827
376.5	0.00475837	0.0044605	0.00432817	0.00442783	0.00423836	0.0042718	0.00427216	0.0041062	0.00394067	0.00407906	0.00387135	0.00396763	0.0037664	0.00380388	0.00363745	0.00331719	0.00301884	0.00255407	0.00299823	0.00452162	0.00771392	0.0122245	0.0174571	0.022769	0.0280928	0.0330562	0.0374381	0.0416821	0.0454779	0.0487641	0.0517725	0.0546253	0.057514	0.0602527	0.0642645	0.0690728	0.0747422	0.0805533	0.0871478	0.0918407	0.0959365	0.0997538	0.103753	0.106889	0.108507	0.109566
376	0.0049346	0.00465371	0.00448729	0.00466874	0.0044017	0.00449471	0.00445634	0.00428736	0.00409106	0.00420444	0.00407532	0.00406754	0.00390521	0.00395759	0.00379699	0.0034361	0.00317137	0.00278191	0.00321188	0.00489593	0.00834595	0.0131843	0.0187724	0.0245083	0.0301481	0.0355351	0.0401861	0.0446406	0.0487296	0.0522655	0.0554652	0.0584228	0.0614846	0.0643689	0.068505	0.0733292	0.079066	0.0849296	0.0915925	0.096333	0.100461	0.104372	0.108485	0.11164	0.113289	0.114364
375.5	0.0051202	0.00483302	0.00470793	0.0048171	0.00463482	0.00466552	0.00459383	0.00438215	0.00425931	0.00437757	0.00420728	0.00428699	0.00413951	0.00412906	0.00394166	0.00361208	0.00342664	0.00305156	0.00356278	0.00535125	0.00905833	0.0142602	0.0201548	0.0263714	0.0324118	0.0380703	0.0430946	0.0478502	0.0521412	0.055959	0.0593609	0.0624669	0.0657143	0.0688316	0.0730277	0.0778314	0.0836589	0.0894526	0.0962073	0.100939	0.105146	0.109103	0.11331	0.116674	0.118251	0.119383
375	0.00536579	0.00504458	0.00488973	0.00502391	0.00474397	0.0048592	0.00479155	0.00456074	0.00446748	0.0044834	0.00436853	0.00442181	0.00431187	0.0042119	0.00416575	0.00377576	0.00354869	0.00323727	0.00378526	0.00578204	0.00974589	0.0152948	0.0217164	0.0282661	0.0346479	0.0407302	0.0460897	0.0510833	0.0556792	0.0597809	0.0634129	0.0666804	0.0700986	0.0733293	0.0776035	0.0825139	0.0883697	0.0942213	0.100968	0.105742	0.10994	0.113965	0.118279	0.121743	0.123344	0.124443
374.5	0.0055491	0.0052343	0.00523923	0.00522373	0.00502718	0.00503568	0.00494837	0.00467206	0.00473062	0.00469991	0.0045576	0.00460874	0.00447248	0.00446904	0.00435743	0.00403984	0.00379228	0.00356901	0.00416897	0.00633039	0.0105314	0.0164908	0.0232812	0.030356	0.0371358	0.0435193	0.0493574	0.054626	0.0595225	0.0639444	0.0677286	0.0711633	0.0747743	0.0781923	0.0825691	0.0874879	0.0932928	0.0991296	0.105981	0.110676	0.114978	0.119055	0.123461	0.127026	0.128672	0.129787
374	0.0058419	0.00546052	0.0054408	0.00542191	0.00522496	0.00533413	0.00510314	0.00498393	0.00504089	0.00483312	0.00483484	0.0048172	0.00471486	0.00463314	0.00463735	0.00422853	0.00403169	0.00377522	0.00447793	0.00676866	0.0113533	0.0176277	0.0248954	0.0325218	0.0397101	0.046583	0.0526388	0.0582878	0.0634572	0.0681783	0.0722533	0.0758982	0.0796504	0.0832224	0.0877133	0.0925913	0.098446	0.104264	0.111074	0.11594	0.120107	0.124325	0.128826	0.132496	0.134187	0.135219
373.5	0.00606066	0.00572769	0.00576719	0.00568172	0.00553679	0.00557783	0.0053472	0.00519586	0.00525739	0.00511341	0.00515291	0.00504754	0.00488242	0.00494687	0.00476963	0.0045267	0.00436158	0.0041335	0.00492661	0.00739963	0.0123122	0.018955	0.0266397	0.0348102	0.0424444	0.0497131	0.0562053	0.0621634	0.0676893	0.0727081	0.0769274	0.0807879	0.0846983	0.0885395	0.0930762	0.0980696	0.103831	0.10962	0.11648	0.121292	0.125541	0.129796	0.134445	0.138142	0.139886	0.141002
373	0.00635766	0.00600562	0.00595733	0.00590666	0.00575734	0.00581472	0.00555516	0.00544201	0.0055349	0.00531377	0.00528158	0.00531318	0.00516433	0.00511075	0.00500919	0.00479364	0.00452808	0.0043683	0.00521975	0.00788568	0.0131972	0.0202377	0.0284505	0.0371391	0.0452766	0.0529242	0.0598015	0.0662142	0.0720243	0.0773345	0.0818491	0.0859505	0.0900201	0.0939965	0.0986244	0.103625	0.109389	0.115191	0.122029	0.126811	0.13114	0.135406	0.14024	0.143958	0.145776	0.146909
372.5	0.00676695	0.00640113	0.00638147	0.0062884	0.00619318	0.00611579	0.00601648	0.00577943	0.0059262	0.00564169	0.00568238	0.0056256	0.0055134	0.00548447	0.00534127	0.00518084	0.00494367	0.00488736	0.00579113	0.00868313	0.0143225	0.0217823	0.0305426	0.0397432	0.0483	0.0564245	0.0637914	0.0705409	0.0767178	0.0822724	0.0870258	0.0912962	0.0955744	0.0997742	0.104465	0.109589	0.115185	0.121027	0.127855	0.132576	0.137068	0.141357	0.146228	0.150142	0.151992	0.153099
372	0.00716093	0.00681786	0.00681032	0.00668101	0.0066746	0.00649468	0.00643517	0.00619307	0.0063848	0.00603199	0.00606882	0.00610772	0.00591284	0.00585315	0.00572622	0.0055864	0.00537186	0.00533498	0.00638456	0.00944281	0.015446	0.0233522	0.0326591	0.042377	0.051471	0.0600856	0.0678262	0.0750251	0.0815493	0.087361	0.092418	0.0969714	0.101471	0.105807	0.11057	0.115711	0.121288	0.127076	0.133858	0.138623	0.143165	0.147492	0.152499	0.156631	0.15848	0.159591
371.5	0.00765696	0.00727623	0.00730866	0.00719064	0.00713885	0.00701554	0.00689378	0.00668696	0.00682268	0.00650331	0.00653746	0.00649102	0.00633373	0.00632863	0.00614961	0.00604097	0.00588613	0.00587062	0.00699446	0.0103482	0.0166939	0.0250732	0.034951	0.0451351	0.0547083	0.0638751	0.0720971	0.0796654	0.0866015	0.0926909	0.0979588	0.102811	0.107526	0.111935	0.116868	0.122027	0.127533	0.133294	0.140162	0.144853	0.149479	0.153849	0.158955	0.163234	0.165167	0.16631
371	0.00811241	0.00773251	0.00777635	0.00765607	0.00766551	0.00742466	0.00729191	0.0070908	0.00731038	0.00699784	0.00697391	0.00694938	0.00679976	0.00682744	0.0066063	0.00650723	0.0064002	0.00638695	0.00757446	0.0111614	0.0179264	0.0267979	0.0371901	0.0479536	0.0581387	0.0678074	0.0764221	0.0844686	0.0916775	0.0980832	0.10377	0.108766	0.113766	0.118292	0.12344	0.128504	0.133936	0.139638	0.146577	0.151303	0.155969	0.160445	0.165725	0.170067	0.17208	0.173252
370.5	0.00877761	0.00841488	0.00835121	0.00833036	0.0082434	0.00809367	0.00790972	0.00772191	0.00778665	0.0075872	0.00756742	0.00751925	0.00742291	0.00738192	0.00714101	0.00707336	0.00702133	0.00707128	0.00836041	0.0122102	0.0193265	0.0287647	0.0396774	0.0510143	0.0617198	0.0719396	0.081024	0.0894805	0.0970554	0.103732	0.109705	0.115023	0.120181	0.124879	0.130164	0.135257	0.140643	0.146262	0.153287	0.15806	0.162759	0.16725	0.17263	0.177208	0.179255	0.180486
370	0.00926718	0.00912386	0.00910479	0.00879398	0.00875816	0.00861205	0.00856987	0.00839804	0.00825205	0.0080877	0.00835415	0.00790767	0.00798845	0.00795346	0.00787749	0.00773079	0.00763552	0.00777706	0.00920583	0.0132462	0.0210133	0.0308965	0.0427216	0.0544848	0.0658875	0.0765634	0.0862996	0.0948986	0.103012	0.109983	0.116435	0.121946	0.127162	0.132227	0.137676	0.142675	0.148148	0.153404	0.160851	0.165322	0.170388	0.17479	0.180336	0.185457	0.187371	0.188823
369.5	0.010005	0.00983943	0.00990245	0.00960689	0.00956888	0.00941991	0.00925295	0.0091436	0.00902261	0.00876917	0.00898401	0.00857138	0.0086619	0.00864705	0.00853711	0.0084264	0.00832138	0.00855041	0.0101126	0.014417	0.0225378	0.0330723	0.0454934	0.0577509	0.069765	0.0809804	0.0912024	0.100327	0.108689	0.116015	0.122728	0.128577	0.134054	0.139193	0.144772	0.14978	0.155205	0.16051	0.168003	0.172407	0.177709	0.182195	0.187905	0.193211	0.195209	0.196662
369	0.0109541	0.0108269	0.0106526	0.0104354	0.010374	0.0102285	0.0100922	0.00997498	0.00979709	0.00956812	0.00981265	0.00937543	0.00940406	0.00944528	0.0093752	0.00918014	0.00912288	0.00947415	0.0111795	0.015679	0.0241681	0.0353567	0.0483662	0.0612915	0.0738765	0.0856108	0.0962986	0.105903	0.114695	0.12237	0.1294	0.135447	0.141265	0.146548	0.152063	0.157188	0.162577	0.167831	0.175533	0.17988	0.185239	0.189842	0.195793	0.20125	0.203371	0.204941
368.5	0.0120235	0.0117809	0.0117343	0.0114808	0.0114059	0.0113196	0.0111952	0.0109988	0.0108126	0.0105515	0.0108275	0.010428	0.0105035	0.0104295	0.0103712	0.010147	0.0101559	0.0105941	0.0124446	0.0172333	0.0260853	0.0379174	0.0514494	0.0649563	0.0783113	0.0905516	0.101596	0.111656	0.120894	0.129022	0.136297	0.142729	0.148615	0.154034	0.159748	0.164936	0.170198	0.175627	0.183256	0.187729	0.193291	0.19798	0.204015	0.209739	0.211921	0.213598
368	0.0133528	0.0130917	0.0129852	0.0126736	0.0125755	0.0125623	0.0123733	0.0121748	0.0119758	0.0117705	0.0120133	0.0115754	0.0116862	0.0116927	0.0116002	0.0112838	0.0113399	0.0117967	0.0137134	0.018886	0.0282432	0.0406141	0.0547076	0.0689695	0.0828122	0.0955963	0.107206	0.117797	0.127432	0.135895	0.143416	0.150185	0.156284	0.161914	0.167679	0.172971	0.178214	0.183659	0.191332	0.195884	0.201598	0.206353	0.212668	0.218618	0.220831	0.222692
367.5	0.014679	0.0144085	0.0142648	0.0140004	0.0138753	0.0139134	0.0137077	0.0134716	0.0133692	0.0130234	0.0131833	0.0128721	0.0130485	0.0128684	0.012849	0.0125828	0.0126503	0.0132129	0.0152667	0.020715	0.0304965	0.0433842	0.0581137	0.0730159	0.0874972	0.100855	0.11297	0.123971	0.13409	0.142906	0.15072	0.157727	0.164094	0.169902	0.175708	0.181006	0.186294	0.191894	0.199713	0.204242	0.210152	0.215111	0.221531	0.227751	0.230162	0.232052
367	0.0162304	0.0159258	0.0159115	0.0155042	0.0154729	0.0155107	0.0151441	0.0150302	0.0148102	0.0144463	0.0146236	0.0142556	0.0143925	0.0143103	0.014347	0.0140001	0.0140942	0.0147565	0.0169618	0.022704	0.0331029	0.0464479	0.0617208	0.0773588	0.0923737	0.106312	0.11893	0.130523	0.140985	0.150187	0.158316	0.165519	0.172146	0.178117	0.184016	0.189487	0.194791	0.200347	0.208284	0.21295	0.219014	0.224112	0.230855	0.23727	0.239733	0.241804
366.5	0.0180356	0.0176692	0.0176825	0.017326	0.0172438	0.0171056	0.0168193	0.0167211	0.0164633	0.016211	0.0163734	0.0159785	0.0161472	0.015974	0.015996	0.0157517	0.0158654	0.0165981	0.0189216	0.0249565	0.0357921	0.0497039	0.0656899	0.0818722	0.0975702	0.112086	0.12529	0.137189	0.148094	0.157658	0.166145	0.173428	0.180442	0.186537	0.192664	0.198086	0.203421	0.209105	0.217277	0.221937	0.228359	0.233539	0.24042	0.247106	0.249841	0.251822
366	0.01993	0.019608	0.0196781	0.0192304	0.019213	0.019003	0.0186761	0.0185976	0.0182989	0.0180188	0.0181886	0.0178535	0.0179237	0.0178277	0.0177928	0.0176418	0.0177023	0.0184302	0.0210187	0.0273505	0.0385476	0.0531294	0.0696932	0.0866857	0.102837	0.117896	0.13156	0.144075	0.155283	0.165198	0.174026	0.181621	0.188791	0.19506	0.201341	0.206911	0.212361	0.218009	0.226327	0.231121	0.23772	0.243091	0.250274	0.257212	0.260072	0.262227
365.5	0.0220769	0.0217715	0.0217837	0.0213859	0.0212914	0.0210795	0.0207648	0.0206036	0.0203976	0.020169	0.0202583	0.0198952	0.019998	0.0198543	0.0198416	0.0197292	0.0198684	0.0206583	0.0233351	0.0298976	0.0416002	0.0566817	0.0739278	0.0915935	0.10839	0.123901	0.138135	0.151004	0.162782	0.172943	0.182101	0.189902	0.197272	0.203759	0.210121	0.215822	0.22136	0.227145	0.235604	0.240551	0.24734	0.252885	0.260313	0.267566	0.270658	0.272874
365	0.0245457	0.0241865	0.0243768	0.0238567	0.0238341	0.0235884	0.0232115	0.0230298	0.0228997	0.0225503	0.0226269	0.0223192	0.0223628	0.0222347	0.0222386	0.0221995	0.0223385	0.0230463	0.0259886	0.0328457	0.0449703	0.0607132	0.0785464	0.0968026	0.114177	0.130282	0.144966	0.158267	0.170473	0.180896	0.190397	0.198509	0.206011	0.21264	0.219261	0.225031	0.230579	0.236557	0.245165	0.250337	0.257356	0.263015	0.270791	0.278378	0.281525	0.283971
364.5	0.0274597	0.0271383	0.0272269	0.0267844	0.0266518	0.0263489	0.0259554	0.0257664	0.0257014	0.0253527	0.0253847	0.0250054	0.0250275	0.024919	0.0249263	0.0249983	0.0251611	0.025981	0.0289822	0.0360678	0.0486708	0.0648816	0.0834722	0.102283	0.120157	0.136851	0.152133	0.165803	0.178429	0.1891	0.198925	0.207255	0.214933	0.221746	0.228503	0.234346	0.240086	0.246187	0.255063	0.260276	0.267553	0.273363	0.281597	0.289526	0.292718	0.295307
364	0.0306741	0.030398	0.030503	0.0299483	0.0298668	0.0295344	0.0292422	0.0289391	0.0288673	0.0284536	0.0283966	0.0281753	0.0280981	0.0279986	0.0279079	0.028095	0.0282715	0.0292043	0.0324002	0.0397636	0.0526839	0.0695554	0.0886444	0.107992	0.126533	0.143824	0.159372	0.173523	0.18647	0.19755	0.207691	0.216214	0.224032	0.231004	0.237927	0.243914	0.249745	0.255966	0.265047	0.270564	0.277991	0.284066	0.292626	0.300894	0.304293	0.306997
363.5	0.0344414	0.0341566	0.0342004	0.0335851	0.0334942	0.0331577	0.0328232	0.0325022	0.0323581	0.0321262	0.0319867	0.031693	0.0316075	0.0316129	0.031479	0.031593	0.0318498	0.0328721	0.0362049	0.0437468	0.0572104	0.0745309	0.0942192	0.114123	0.133184	0.151018	0.167041	0.181482	0.19484	0.206324	0.216628	0.225371	0.233344	0.240529	0.247628	0.253688	0.259857	0.266083	0.275433	0.28102	0.2888	0.295079	0.304078	0.312607	0.316256	0.319117
363	0.0385906	0.0382222	0.0382109	0.0376313	0.037554	0.0371427	0.0368782	0.0364802	0.0363589	0.0361315	0.0359694	0.0357491	0.0355924	0.0355784	0.0353944	0.0356741	0.0358263	0.0369242	0.0402884	0.0482573	0.0619498	0.0799244	0.10017	0.120596	0.140252	0.158561	0.174901	0.18964	0.203329	0.215163	0.225677	0.23459	0.24279	0.250093	0.25747	0.263625	0.269896	0.276285	0.285927	0.291748	0.299751	0.306199	0.315651	0.324636	0.328459	0.331473
362.5	0.043181	0.0428622	0.042722	0.0421596	0.0420802	0.0416779	0.0413841	0.0409064	0.0408262	0.0405179	0.0403452	0.0401955	0.0399797	0.0400412	0.0399145	0.0401104	0.0403385	0.0413816	0.0449617	0.0530722	0.0672291	0.0856569	0.106379	0.127349	0.147465	0.166181	0.182957	0.198136	0.212121	0.224263	0.234968	0.24413	0.252474	0.259961	0.267438	0.273744	0.280242	0.286735	0.296614	0.302664	0.310847	0.317582	0.327533	0.336844	0.340921	0.344045
